,,error_angle_mean,error_angle_median,error_angle_25,error_angle_75,error_angle_95,error_angle_std,error_angle_S2,error_vgp_scatter,n_tot,N,n0,kappa_within_site,site_lat,site_long,outlier_rate,secular_method,kappa_secular,ignore_outliers,total_simulations
113,0,4.51083307699078,4.209457753615361,2.6796830893995676,5.992047000691436,8.829156051227281,2.390271373140595,26.059869606282085,3.990296092826218,75,15,5,20,30.0,0.0,0.4,G,,True,5000
114,0,2.2005301964932658,2.095037679222699,1.3747737794473949,2.906676764216506,4.168623309066525,1.0936720419572146,6.038212457330484,11.386126399237066,155,155,1,20,30.0,0.0,0.0,G,,False,5000
115,0,3.2148583983369825,3.022516216845453,1.9758745868095495,4.284107577340514,6.277763167824575,1.6704220856632015,13.125066403640377,43.98547124167559,220,220,1,20,30.0,0.0,0.30000000000000004,G,,False,5000
116,0,2.3830656221232145,2.2564002872048476,1.4483692769880392,3.1597559441238374,4.652806106631294,1.246983798525882,7.233659359412784,2.0434302352574174,245,49,5,20,30.0,0.0,0.30000000000000004,G,,True,5000
117,0,7.372841903705803,6.81939853249424,4.266597963810511,9.747576222977784,15.026967574568946,4.1445810482519985,71.53291429215675,63.92871711691998,170,170,1,20,30.0,0.0,0.6000000000000001,G,,False,5000
118,0,4.30398999778339,4.036412053576612,2.5694174759779536,5.744663127171851,8.488435458749573,2.3140314760260448,23.878000624724333,4.298961643000945,90,18,5,20,30.0,0.0,0.5,G,,True,5000
119,0,5.548153606250133,5.145313037452674,3.359961134114158,7.335543644864828,10.998297351750542,2.947100822405008,39.465674615315145,5.172674576980017,55,11,5,20,30.0,0.0,0.5,G,,True,5000
120,0,6.470770223992742,6.004406918740841,3.8053726364922795,8.51710459678516,13.210200194844086,3.5922932455892065,54.772857139864435,51.42003821023717,80,80,1,20,30.0,0.0,0.4,G,,False,5000
121,0,3.6512463229072214,3.394673823850489,2.1927745755025434,4.8477693132243616,7.374095582005166,1.9440050789765764,17.10999962648081,4.252821713721235,155,31,5,20,30.0,0.0,0.6000000000000001,G,,True,5000
122,0,5.941623967813241,5.503792854806839,3.4680102719849266,7.91063194879187,11.951730229815016,3.2733154783148333,46.01534667662411,44.212971245123235,60,60,1,20,30.0,0.0,0.30000000000000004,G,,False,5000
